State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
AK,2016,January,12 month-ending,Number of Drug Overdose Deaths,126,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,127
AK,2016,February,12 month-ending,Number of Drug Overdose Deaths,128,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,129
AK,2016,March,12 month-ending,Number of Drug Overdose Deaths,125,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,126
AK,2016,April,12 month-ending,Number of Drug Overdose Deaths,132,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,133
AK,2016,May,12 month-ending,Number of Drug Overdose Deaths,140,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,141
AK,2016,June,12 month-ending,Number of Drug Overdose Deaths,138,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2016,July,12 month-ending,Number of Drug Overdose Deaths,143,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,144
AK,2016,August,12 month-ending,Number of Drug Overdose Deaths,138,100,0.0233863423760524,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2016,September,12 month-ending,Number of Drug Overdose Deaths,131,100,0.0469924812030075,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,133
AK,2016,October,12 month-ending,Number of Drug Overdose Deaths,131,100,0.0699137730132836,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,133
AK,2016,November,12 month-ending,Number of Drug Overdose Deaths,133,100,0.0699463744462579,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,135
AK,2016,December,12 month-ending,Number of Drug Overdose Deaths,129,100,0.068886337543054,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,131
AK,2017,January,12 month-ending,Number of Drug Overdose Deaths,126,100,0.0685871056241426,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,128
AK,2017,February,12 month-ending,Number of Drug Overdose Deaths,124,100,0.0690131124913734,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,126
AK,2017,March,12 month-ending,Number of Drug Overdose Deaths,126,100,0.0688231245698555,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,128
AK,2017,April,12 month-ending,Number of Drug Overdose Deaths,117,100,0.069364161849711,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,119
AK,2017,May,12 month-ending,Number of Drug Overdose Deaths,120,100,0.0701426233341127,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,122
AK,2017,June,12 month-ending,Number of Drug Overdose Deaths,122,100,0.0701590271281572,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,124
AK,2017,July,12 month-ending,Number of Drug Overdose Deaths,128,100,0.0708215297450425,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,130
AK,2017,August,12 month-ending,Number of Drug Overdose Deaths,137,100,0.0472366556447803,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2017,September,12 month-ending,Number of Drug Overdose Deaths,148,100,0.0232612235403582,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,149
AK,2017,October,12 month-ending,Number of Drug Overdose Deaths,144,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,145
AK,2017,November,12 month-ending,Number of Drug Overdose Deaths,138,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,139
AK,2017,December,12 month-ending,Number of Drug Overdose Deaths,141,100,0,Alaska,Numbers may differ from published reports using final data. See Technical Notes.,**,142
AK,2018,January,12 month-ending,Number of Drug Overdose Deaths,138,100,0,Alaska,Underreported due to incomplete data.,*,138
AK,2018,February,12 month-ending,Number of Drug Overdose Deaths,139,100,0,Alaska,Underreported due to incomplete data.,*,139
AK,2018,March,12 month-ending,Number of Drug Overdose Deaths,136,100,0,Alaska,Underreported due to incomplete data.,*,137
AK,2018,April,12 month-ending,Number of Drug Overdose Deaths,142,100,0,Alaska,Underreported due to incomplete data.,*,143
AK,2018,May,12 month-ending,Number of Drug Overdose Deaths,126,100,0,Alaska,Underreported due to incomplete data.,*,127
AK,2018,June,12 month-ending,Number of Drug Overdose Deaths,125,100,0,Alaska,Underreported due to incomplete data.,*,126
AK,2018,July,12 month-ending,Number of Drug Overdose Deaths,116,100,0,Alaska,Underreported due to incomplete data.,*,117
AK,2018,August,12 month-ending,Number of Drug Overdose Deaths,110,100,0,Alaska,Underreported due to incomplete data.,*,111
AK,2018,September,12 month-ending,Number of Drug Overdose Deaths,100,100,0,Alaska,Underreported due to incomplete data.,*,101
AL,2015,January,12 month-ending,Number of Deaths,"49,543",100,0.337080919605191,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,February,12 month-ending,Number of Deaths,"50,004",100,0.323974082073434,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,March,12 month-ending,Number of Deaths,"50,486",100,0.30899655349998,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,April,12 month-ending,Number of Deaths,"50,565",100,0.316424404232176,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,May,12 month-ending,Number of Deaths,"50,516",100,0.318710903476126,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,June,12 month-ending,Number of Deaths,"50,658",100,0.341505783884085,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,July,12 month-ending,Number of Deaths,"50,841",100,0.330441966129699,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,August,12 month-ending,Number of Deaths,"50,930",100,0.331827999214608,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,September,12 month-ending,Number of Deaths,"51,044",100,0.323250528955411,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,October,12 month-ending,Number of Deaths,"51,091",100,0.309252118768472,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,November,12 month-ending,Number of Deaths,"51,093",100,0.2935822911162,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2015,December,12 month-ending,Number of Deaths,"50,870",100,0.310595635934736,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,January,12 month-ending,Number of Deaths,"50,534",100,0.302766454268413,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,February,12 month-ending,Number of Deaths,"50,555",100,0.282860251211552,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,March,12 month-ending,Number of Deaths,"50,348",100,0.282037022324621,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,April,12 month-ending,Number of Deaths,"50,391",100,0.27981187116747,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,May,12 month-ending,Number of Deaths,"50,511",100,0.283106650036626,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,June,12 month-ending,Number of Deaths,"50,613",100,0.264754114555549,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,July,12 month-ending,Number of Deaths,"50,683",100,0.278199790856895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,August,12 month-ending,Number of Deaths,"50,756",100,0.264008196075341,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,September,12 month-ending,Number of Deaths,"50,810",100,0.265695729187168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,October,12 month-ending,Number of Deaths,"50,869",100,0.287011736027836,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,November,12 month-ending,Number of Deaths,"51,110",100,0.275875562512229,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2016,December,12 month-ending,Number of Deaths,"51,431",100,0.270265015263168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,January,12 month-ending,Number of Deaths,"51,652",100,0.259428482924185,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,February,12 month-ending,Number of Deaths,"51,542",100,0.256101819875053,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,March,12 month-ending,Number of Deaths,"51,668",100,0.251606410157157,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,April,12 month-ending,Number of Deaths,"51,794",100,0.231687068000154,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,May,12 month-ending,Number of Deaths,"51,943",100,0.213695781914791,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,June,12 month-ending,Number of Deaths,"52,000",100,0.205769230769231,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,July,12 month-ending,Number of Deaths,"52,035",100,0.188334774670895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,August,12 month-ending,Number of Deaths,"52,075",100,0.184349495919347,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,September,12 month-ending,Number of Deaths,"52,232",100,0.174222698728749,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,October,12 month-ending,Number of Deaths,"52,267",100,0.158800007653012,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,November,12 month-ending,Number of Deaths,"52,254",100,0.162666972863321,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2017,December,12 month-ending,Number of Deaths,"52,307",100,0.141472460664921,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,
AL,2018,January,12 month-ending,Number of Deaths,"53,106",100,0.15252513840244,Alabama,Underreported due to incomplete data.,*,
AL,2018,February,12 month-ending,Number of Deaths,"53,279",100,0.16141444096173,Alabama,Underreported due to incomplete data.,*,
AL,2018,March,12 month-ending,Number of Deaths,"53,229",100,0.167202089086776,Alabama,Underreported due to incomplete data.,*,
AL,2018,April,12 month-ending,Number of Deaths,"53,251",100,0.176522506619594,Alabama,Underreported due to incomplete data.,*,
AL,2018,May,12 month-ending,Number of Deaths,"53,287",100,0.202676074840017,Alabama,Underreported due to incomplete data.,*,
AL,2018,June,12 month-ending,Number of Deaths,"53,370",100,0.213603147835863,Alabama,Underreported due to incomplete data.,*,
AL,2018,July,12 month-ending,Number of Deaths,"53,470",100,0.230035533944268,Alabama,Underreported due to incomplete data.,*,
AL,2018,August,12 month-ending,Number of Deaths,"53,485",100,0.229971019912125,Alabama,Underreported due to incomplete data.,*,
AL,2018,September,12 month-ending,Number of Deaths,"53,371",100,0.234209589477432,Alabama,Underreported due to incomplete data.,*,
AL,2015,January,12 month-ending,Number of Drug Overdose Deaths,715,100,0.337080919605191,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,751
AL,2015,February,12 month-ending,Number of Drug Overdose Deaths,723,100,0.323974082073434,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,758
AL,2015,March,12 month-ending,Number of Drug Overdose Deaths,733,100,0.30899655349998,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,767
AL,2015,April,12 month-ending,Number of Drug Overdose Deaths,738,100,0.316424404232176,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,773
AL,2015,May,12 month-ending,Number of Drug Overdose Deaths,755,100,0.318710903476126,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,791
AL,2015,June,12 month-ending,Number of Drug Overdose Deaths,756,100,0.341505783884085,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,795
AL,2015,July,12 month-ending,Number of Drug Overdose Deaths,743,100,0.330441966129699,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,780
AL,2015,August,12 month-ending,Number of Drug Overdose Deaths,736,100,0.331827999214608,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,773
AL,2015,September,12 month-ending,Number of Drug Overdose Deaths,744,100,0.323250528955411,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,780
AL,2015,October,12 month-ending,Number of Drug Overdose Deaths,730,100,0.309252118768472,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,764
AL,2015,November,12 month-ending,Number of Drug Overdose Deaths,725,100,0.2935822911162,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,757
AL,2015,December,12 month-ending,Number of Drug Overdose Deaths,720,100,0.310595635934736,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,754
AL,2016,January,12 month-ending,Number of Drug Overdose Deaths,706,100,0.302766454268413,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,738
AL,2016,February,12 month-ending,Number of Drug Overdose Deaths,710,100,0.282860251211552,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,740
AL,2016,March,12 month-ending,Number of Drug Overdose Deaths,681,100,0.282037022324621,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,710
AL,2016,April,12 month-ending,Number of Drug Overdose Deaths,676,100,0.27981187116747,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,705
AL,2016,May,12 month-ending,Number of Drug Overdose Deaths,654,100,0.283106650036626,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,682
AL,2016,June,12 month-ending,Number of Drug Overdose Deaths,674,100,0.264754114555549,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,701
AL,2016,July,12 month-ending,Number of Drug Overdose Deaths,681,100,0.278199790856895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,710
AL,2016,August,12 month-ending,Number of Drug Overdose Deaths,685,100,0.264008196075341,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,712
AL,2016,September,12 month-ending,Number of Drug Overdose Deaths,695,100,0.265695729187168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,723
AL,2016,October,12 month-ending,Number of Drug Overdose Deaths,704,100,0.287011736027836,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,734
AL,2016,November,12 month-ending,Number of Drug Overdose Deaths,718,100,0.275875562512229,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,748
AL,2016,December,12 month-ending,Number of Drug Overdose Deaths,740,100,0.270265015263168,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,770
AL,2017,January,12 month-ending,Number of Drug Overdose Deaths,763,100,0.259428482924185,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,793
AL,2017,February,12 month-ending,Number of Drug Overdose Deaths,759,100,0.256101819875053,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,788
AL,2017,March,12 month-ending,Number of Drug Overdose Deaths,794,100,0.251606410157157,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,824
AL,2017,April,12 month-ending,Number of Drug Overdose Deaths,795,100,0.231687068000154,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,823
AL,2017,May,12 month-ending,Number of Drug Overdose Deaths,812,100,0.213695781914791,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,838
AL,2017,June,12 month-ending,Number of Drug Overdose Deaths,804,100,0.205769230769231,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,829
AL,2017,July,12 month-ending,Number of Drug Overdose Deaths,809,100,0.188334774670895,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,832
AL,2017,August,12 month-ending,Number of Drug Overdose Deaths,808,100,0.184349495919347,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,831
AL,2017,September,12 month-ending,Number of Drug Overdose Deaths,800,100,0.174222698728749,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,821
AL,2017,October,12 month-ending,Number of Drug Overdose Deaths,801,100,0.158800007653012,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,821
AL,2017,November,12 month-ending,Number of Drug Overdose Deaths,799,100,0.162666972863321,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,819
AL,2017,December,12 month-ending,Number of Drug Overdose Deaths,807,100,0.141472460664921,Alabama,Numbers may differ from published reports using final data. See Technical Notes.,**,825
AL,2018,January,12 month-ending,Number of Drug Overdose Deaths,786,100,0.15252513840244,Alabama,Underreported due to incomplete data.,*,800
AL,2018,February,12 month-ending,Number of Drug Overdose Deaths,797,100,0.16141444096173,Alabama,Underreported due to incomplete data.,*,815
AL,2018,March,12 month-ending,Number of Drug Overdose Deaths,782,100,0.167202089086776,Alabama,Underreported due to incomplete data.,*,802
AL,2018,April,12 month-ending,Number of Drug Overdose Deaths,781,100,0.176522506619594,Alabama,Underreported due to incomplete data.,*,802
AL,2018,May,12 month-ending,Number of Drug Overdose Deaths,784,100,0.202676074840017,Alabama,Underreported due to incomplete data.,*,808
AL,2018,June,12 month-ending,Number of Drug Overdose Deaths,761,100,0.213603147835863,Alabama,Underreported due to incomplete data.,*,787
AL,2018,July,12 month-ending,Number of Drug Overdose Deaths,756,100,0.230035533944268,Alabama,Underreported due to incomplete data.,*,785
AL,2018,August,12 month-ending,Number of Drug Overdose Deaths,742,100,0.229971019912125,Alabama,Underreported due to incomplete data.,*,773
AL,2018,September,12 month-ending,Number of Drug Overdose Deaths,750,100,0.234209589477432,Alabama,Underreported due to incomplete data.,*,780
AR,2015,January,12 month-ending,Number of Deaths,"30,122",100,0.0497974902064936,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,February,12 month-ending,Number of Deaths,"30,332",100,0.0461558749835158,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,March,12 month-ending,Number of Deaths,"30,387",100,0.046072333563695,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,April,12 month-ending,Number of Deaths,"30,444",100,0.0394166338194718,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,May,12 month-ending,Number of Deaths,"30,602",100,0.0424808836023789,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,June,12 month-ending,Number of Deaths,"30,722",100,0.0423149534535512,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,July,12 month-ending,Number of Deaths,"30,685",100,0.0488838194557601,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,August,12 month-ending,Number of Deaths,"30,884",100,0.0485688382333895,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,September,12 month-ending,Number of Deaths,"30,931",100,0.0614270472988264,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,October,12 month-ending,Number of Deaths,"31,015",100,0.0580364339835563,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,November,12 month-ending,Number of Deaths,"31,007",100,0.0612764859547844,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2015,December,12 month-ending,Number of Deaths,"30,986",100,0.0709998063641645,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,January,12 month-ending,Number of Deaths,"30,624",100,0.0718390804597701,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,February,12 month-ending,Number of Deaths,"30,413",100,0.072337487258738,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,March,12 month-ending,Number of Deaths,"30,421",100,0.0756056671378324,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,April,12 month-ending,Number of Deaths,"30,489",100,0.0787169142969596,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,May,12 month-ending,Number of Deaths,"30,361",100,0.0790487796844636,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,June,12 month-ending,Number of Deaths,"30,434",100,0.0788591706643885,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,July,12 month-ending,Number of Deaths,"30,590",100,0.075187969924812,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,August,12 month-ending,Number of Deaths,"30,488",100,0.0787194961952244,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
AR,2016,September,12 month-ending,Number of Deaths,"30,540",100,0.068762278978389,Arkansas,Numbers may differ from published reports using final data. See Technical Notes.,**,
